,Country,Age,Income,Java,JavaScript,CSS,PHP,Python,Objective-C,Ruby,SQL,C#,C++,C,Perl,HTML5,None,Other (please specify)
1467,United States of America,30-34,"$20,000 - $40,000",False,True,True,False,False,False,False,True,True,False,False,False,True,False,
1468,Germany,25-29,Student / Unemployed,False,False,False,False,True,False,False,False,False,False,True,False,False,False,
1469,United States of America,35-39,">$140,000",True,True,True,False,False,True,False,True,True,True,True,False,True,False,
1470,Other Europe,30-34,"$80,000 - $100,000",False,True,False,False,False,False,False,False,True,False,False,False,False,False,
1471,Canada,35-39,"$60,000 - $80,000",True,True,True,True,False,False,True,True,True,False,False,True,False,False,
1472,United States of America,25-29,"$40,000 - $60,000",True,False,False,False,True,False,True,False,False,True,True,False,False,False,
1473,United States of America,35-39,"$20,000 - $40,000",True,False,False,False,False,False,False,True,False,True,False,True,False,False,
1474,United Kingdom,30-34,"$40,000 - $60,000",False,True,True,True,True,False,False,True,True,True,True,False,False,False,
1475,Canada,40-50,"$60,000 - $80,000",False,False,True,False,False,False,False,True,True,False,False,False,False,False,
1476,United Kingdom,30-34,"$120,000 - $140,000",True,True,True,False,False,False,False,True,True,True,False,True,True,False,
1477,United States of America,25-29,"$60,000 - $80,000",True,True,True,False,False,False,False,True,True,False,False,False,True,False,Groovy
1478,United States of America,20-24,"$60,000 - $80,000",True,True,False,True,True,True,False,True,True,True,True,False,False,False,
1479,United States of America,25-29,"$80,000 - $100,000",False,True,False,True,True,False,False,False,False,False,False,False,True,False,
1480,United States of America,25-29,"$40,000 - $60,000",True,True,True,True,True,False,False,True,False,True,False,False,True,False,
1481,North America (Other),40-50,,True,True,True,True,False,False,False,False,True,True,True,False,True,False,
1482,United States of America,30-34,"$100,000 - $120,000",True,True,True,False,False,True,False,True,False,False,False,True,True,False,
1483,Germany,40-50,"$80,000 - $100,000",True,False,True,False,False,False,False,True,False,False,False,False,True,False,
1484,Other Europe,30-34,"$20,000 - $40,000",False,True,True,False,False,False,False,False,False,False,False,False,True,False,
1485,Canada,25-29,"$20,000 - $40,000",True,False,False,False,False,False,False,True,True,True,False,False,False,False,
1486,United States of America,20-24,"$60,000 - $80,000",False,True,True,False,False,False,False,True,True,False,False,False,True,False,
1487,Canada,30-34,"$60,000 - $80,000",True,True,True,False,False,False,False,True,True,False,False,False,False,False,
1488,Canada,25-29,"$60,000 - $80,000",False,True,True,True,False,True,False,True,True,False,False,False,True,False,
1489,United States of America,51-60,Rather not say,False,False,False,True,True,True,False,True,False,False,True,False,False,False,
1490,Canada,20-24,"$20,000 - $40,000",False,False,False,False,False,False,False,False,True,True,True,False,False,False,
1491,United States of America,< 20,Rather not say,True,True,False,True,False,False,False,True,False,False,False,False,True,False,VB.NET
1492,South America,30-34,"$80,000 - $100,000",True,True,True,True,False,False,False,False,True,False,False,False,True,False,
1493,Other Europe,20-24,Student / Unemployed,True,False,False,False,False,False,False,False,False,True,False,False,False,False,
1494,United States of America,25-29,"$60,000 - $80,000",False,False,False,False,False,False,False,True,True,False,False,False,False,False,
1495,Other Europe,25-29,"$20,000 - $40,000",False,True,True,False,False,False,False,True,True,False,False,False,False,False,
1496,United States of America,25-29,"$40,000 - $60,000",False,True,True,True,False,False,False,True,False,False,False,False,True,False,
1497,United States of America,>60,"$100,000 - $120,000",False,True,True,False,False,False,False,True,True,False,False,False,True,False,
1498,United States of America,20-24,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
1499,United States of America,25-29,"$60,000 - $80,000",True,True,True,True,False,False,True,True,False,False,False,False,True,False,Scala
1500,Other Europe,< 20,"$40,000 - $60,000",False,False,False,False,False,True,True,False,False,False,False,False,False,False,
1501,United States of America,25-29,"$60,000 - $80,000",False,False,False,False,False,False,False,False,False,False,True,False,False,False,"bash, vhdl"
1502,United States of America,25-29,Rather not say,False,True,False,False,False,False,False,True,True,False,False,False,True,False,
1503,Other Asia,30-34,Rather not say,False,True,False,True,True,False,False,True,False,False,False,False,False,False,
1504,United States of America,25-29,"$60,000 - $80,000",True,True,True,False,False,False,False,True,False,False,False,False,True,False,
1505,United States of America,35-39,">$140,000",False,False,True,True,False,True,False,True,True,True,True,False,False,False,
1506,United States of America,25-29,"$40,000 - $60,000",False,False,False,False,False,False,False,True,True,True,False,False,False,False,
1507,United Kingdom,35-39,,False,False,False,False,False,False,False,False,True,True,True,False,False,False,
1508,Australia,40-50,"$80,000 - $100,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,vb.net
1509,Canada,30-34,"$100,000 - $120,000",True,False,False,False,False,False,False,False,True,False,False,False,False,False,
1510,Other Europe,25-29,"$40,000 - $60,000",True,True,True,True,False,False,False,True,True,True,True,False,False,False,
1511,South America,30-34,"<$20,000",True,True,True,False,False,False,False,True,False,False,False,False,True,False,
1512,Netherlands,35-39,"$120,000 - $140,000",False,True,False,True,False,False,False,True,True,False,False,False,True,False,
1513,Other Europe,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
1514,Other Europe,25-29,"<$20,000",False,True,False,True,False,False,False,True,False,False,False,False,False,False,
1515,Mexico,20-24,"<$20,000",True,True,False,False,False,False,False,True,False,False,False,False,False,False,
1516,United States of America,30-34,"$120,000 - $140,000",False,False,False,False,False,False,False,False,True,True,False,False,False,False,
1517,United States of America,35-39,,True,True,True,True,True,False,False,True,False,False,True,True,True,False,
1518,Germany,25-29,"$40,000 - $60,000",False,True,True,False,False,False,False,True,True,False,False,False,True,False,
1519,United States of America,30-34,">$140,000",False,False,False,False,True,False,False,False,False,True,True,False,False,False,
1520,United States of America,20-24,"$40,000 - $60,000",True,True,True,True,True,False,False,True,True,False,False,False,False,False,
1521,United Kingdom,40-50,">$140,000",False,False,False,False,False,False,False,False,True,True,False,False,False,False,
1522,India,25-29,"$40,000 - $60,000",False,True,True,False,True,False,False,False,False,False,False,False,True,False,
1523,United Kingdom,25-29,,False,True,True,True,False,False,False,True,True,True,False,False,True,False,
1524,Mexico,30-34,"$20,000 - $40,000",False,True,False,True,False,True,False,True,True,False,False,False,True,False,
1525,United States of America,30-34,"$120,000 - $140,000",False,True,False,False,True,False,False,False,True,True,True,True,False,False,
1526,Canada,20-24,"$60,000 - $80,000",False,True,True,True,False,False,True,True,False,False,True,False,True,False,
1527,Other Europe,20-24,"<$20,000",False,True,True,True,True,False,False,True,False,True,True,False,True,False,
1528,Other Europe,25-29,"<$20,000",False,False,False,False,False,False,False,True,True,True,True,False,False,False,
1529,United States of America,25-29,"$40,000 - $60,000",False,False,False,False,True,False,False,False,False,False,True,False,False,False,
1530,Other Europe,30-34,"$100,000 - $120,000",False,True,True,False,False,False,False,True,True,False,False,False,True,False,
1531,United States of America,25-29,"$100,000 - $120,000",True,True,True,True,False,False,False,True,True,False,False,False,False,False,
1532,United Kingdom,25-29,">$140,000",False,True,True,False,False,False,False,False,False,False,False,True,True,False,
1533,Australasia,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
1534,South America,25-29,"$40,000 - $60,000",False,True,True,False,True,False,False,True,False,False,True,False,True,False,clojure
1535,United States of America,25-29,Rather not say,False,False,True,True,True,False,True,False,False,False,False,False,True,False,
1536,France,20-24,"$20,000 - $40,000",True,False,False,False,False,False,False,False,False,False,False,False,False,False,
1537,Other Europe,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
1538,United States of America,35-39,"$60,000 - $80,000",False,True,False,False,False,False,False,False,False,False,False,False,False,False,ColdFusion
1539,United States of America,30-34,"$100,000 - $120,000",False,True,True,False,False,False,False,True,True,True,True,False,True,False,
1540,France,25-29,"$40,000 - $60,000",True,False,False,False,False,False,False,False,False,True,False,False,False,False,
1541,United States of America,25-29,"$60,000 - $80,000",True,True,True,True,True,False,True,True,True,False,False,False,True,False,
1542,United Kingdom,40-50,Rather not say,False,False,False,False,False,False,False,True,True,False,False,False,False,False,
1543,Canada,20-24,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
1544,Other Europe,20-24,Student / Unemployed,False,False,False,False,False,True,False,False,False,False,False,False,False,False,
1545,Other Asia,40-50,Rather not say,False,False,False,False,False,False,False,False,True,True,True,False,False,False,Lisp
1546,United States of America,30-34,"$80,000 - $100,000",False,True,True,False,False,False,False,True,True,False,False,False,True,False,
1547,United States of America,25-29,Rather not say,False,False,True,False,False,False,False,True,True,False,False,False,True,False,MS Access VBA (I've made some poor choices in life)
1548,United States of America,20-24,"$40,000 - $60,000",False,True,True,True,False,True,False,True,False,True,False,False,True,False,
1549,South America,25-29,"$40,000 - $60,000",True,True,False,False,False,False,False,True,True,False,False,False,False,False,
1550,Other Europe,30-34,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,
1551,United States of America,25-29,"$80,000 - $100,000",True,True,True,False,False,False,True,True,False,False,False,False,True,False,
1552,Middle East,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
1553,United States of America,30-34,"$100,000 - $120,000",False,False,False,False,False,False,False,True,True,False,False,False,False,False,
1554,Africa,30-34,"$20,000 - $40,000",False,True,False,False,False,False,False,True,True,False,False,False,True,False,
1555,United States of America,30-34,"$60,000 - $80,000",False,True,True,True,False,False,False,True,False,False,False,True,True,False,
1556,Other Europe,20-24,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
1557,Other Europe,20-24,"<$20,000",False,False,False,True,False,False,False,False,False,False,False,False,False,False,
1558,United States of America,30-34,"$100,000 - $120,000",True,False,False,True,True,False,False,True,True,True,True,False,False,False,
1559,United States of America,20-24,"$60,000 - $80,000",False,True,True,False,False,False,False,True,True,False,False,False,False,False,
1560,United States of America,40-50,Rather not say,False,True,False,True,False,True,False,False,False,False,False,True,True,False,
1561,Middle East,20-24,Rather not say,True,False,False,False,False,True,False,True,False,True,False,False,False,False,
1562,United States of America,25-29,"$20,000 - $40,000",False,True,True,False,False,False,True,False,False,False,False,False,True,False,
1563,United States of America,30-34,"$100,000 - $120,000",True,True,True,False,False,False,False,True,False,False,False,False,True,False,
1564,United States of America,30-34,"$80,000 - $100,000",True,True,True,False,False,False,False,True,False,True,False,False,True,False,
1565,United States of America,30-34,"$80,000 - $100,000",False,True,False,False,False,False,False,True,True,False,False,False,False,False,
1566,Canada,35-39,,False,True,False,False,False,False,False,True,True,False,False,False,False,False,
1567,United Kingdom,20-24,,True,True,True,False,False,False,False,True,False,False,False,False,True,False,
1568,United States of America,30-34,"$60,000 - $80,000",False,False,False,False,False,False,False,True,False,False,False,False,False,False,vb.net
1569,United States of America,25-29,"$60,000 - $80,000",False,True,True,False,False,False,False,False,True,False,False,False,True,False,
1570,United States of America,35-39,"$60,000 - $80,000",False,True,True,True,False,True,False,True,True,False,False,False,True,False,
1571,Other Europe,30-34,"<$20,000",False,False,False,False,False,False,False,True,True,False,False,False,False,False,
1572,United States of America,< 20,Student / Unemployed,False,True,True,False,True,False,False,False,False,False,False,False,True,False,
1573,Australia,20-24,Student / Unemployed,True,True,True,True,False,False,False,True,True,True,True,False,False,False,
1574,United States of America,35-39,"$60,000 - $80,000",False,True,True,False,False,True,False,True,True,False,False,False,True,False,
1575,United States of America,25-29,"$60,000 - $80,000",True,True,False,True,False,False,True,True,True,True,False,False,True,False,
1576,Other Europe,25-29,"<$20,000",False,True,True,True,False,False,False,True,False,False,False,False,False,False,
1577,Other Europe,20-24,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
1578,United States of America,30-34,">$140,000",True,True,True,False,False,True,True,True,True,False,False,False,True,False,
1579,South America,30-34,Rather not say,True,True,True,True,False,False,False,True,False,True,False,False,False,False,
1580,Germany,20-24,,True,False,False,True,False,False,True,True,True,False,False,False,False,False,
1581,United States of America,30-34,"$100,000 - $120,000",False,True,True,True,False,False,False,True,False,True,False,True,True,False,
1582,Other Europe,30-34,"$20,000 - $40,000",False,False,False,False,False,False,False,True,True,False,False,False,False,False,
1583,Germany,20-24,,True,True,True,True,True,False,False,True,False,False,False,True,True,False,bash
1584,United Kingdom,30-34,"$60,000 - $80,000",True,True,False,True,True,True,True,False,False,False,False,False,False,False,
1585,United States of America,35-39,"$100,000 - $120,000",False,True,True,False,False,False,False,True,True,False,False,False,False,False,
1586,Canada,30-34,"$60,000 - $80,000",False,True,True,True,False,False,True,True,False,False,False,False,False,False,
1587,United States of America,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
1588,Africa,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
1589,Canada,20-24,Student / Unemployed,False,True,True,False,True,False,True,False,False,True,True,False,False,False,
1590,Other Europe,< 20,Student / Unemployed,False,False,True,False,False,False,False,True,False,True,False,False,False,False,
1591,United States of America,25-29,"$40,000 - $60,000",True,True,True,True,True,False,False,False,False,False,False,False,False,False,Visual Basic
1592,United States of America,25-29,">$140,000",True,False,False,False,True,False,False,False,False,True,False,False,False,False,Google Go
1593,United States of America,25-29,"$60,000 - $80,000",False,True,False,False,False,False,False,False,True,False,False,False,False,False,
1594,Other Europe,25-29,"$20,000 - $40,000",True,False,False,False,True,True,False,False,True,False,False,False,True,False,
1595,United States of America,30-34,"$60,000 - $80,000",False,True,True,True,False,False,True,True,False,False,False,False,True,False,
1596,United States of America,20-24,Student / Unemployed,True,True,True,True,True,True,False,True,True,True,True,False,True,False,
1597,Canada,35-39,Rather not say,False,False,False,False,False,False,False,False,False,True,True,False,False,False,fortran
1598,France,20-24,"<$20,000",False,True,True,True,False,False,False,False,True,False,False,False,False,False,
1599,Australia,35-39,Rather not say,False,True,True,False,False,False,False,True,True,False,False,False,True,False,
1600,Other Europe,20-24,Student / Unemployed,True,True,True,True,True,False,True,True,True,False,True,False,True,False,
1601,South America,20-24,"$20,000 - $40,000",True,False,False,False,True,False,False,False,True,True,True,False,False,False,
1602,United States of America,25-29,"$80,000 - $100,000",False,True,True,True,False,False,False,True,False,False,False,False,True,False,
1603,United States of America,>60,Rather not say,True,True,True,False,False,False,False,False,False,False,False,True,True,False,
1604,Canada,25-29,"$20,000 - $40,000",True,True,False,True,True,False,False,True,False,False,False,False,False,False,
1605,United States of America,30-34,"$100,000 - $120,000",True,True,True,False,False,False,False,True,False,False,True,False,True,False,
1606,United States of America,25-29,"$60,000 - $80,000",False,True,True,False,False,False,False,True,True,False,False,False,False,False,
1607,United States of America,51-60,"$80,000 - $100,000",True,False,False,False,False,False,False,True,False,False,True,False,False,False,scala
1608,United States of America,20-24,"$20,000 - $40,000",False,False,False,True,False,False,True,False,False,False,False,False,False,False,
1609,United Kingdom,25-29,"$60,000 - $80,000",False,True,True,True,False,False,True,True,False,False,False,False,True,False,
1610,United Kingdom,30-34,"$40,000 - $60,000",False,True,True,False,False,False,False,True,True,False,False,False,True,False,
1611,United States of America,25-29,"$60,000 - $80,000",False,True,True,False,False,False,False,True,True,False,False,False,False,False,
1612,Germany,20-24,"<$20,000",True,True,True,True,False,False,False,True,False,False,False,False,True,False,
1613,United Kingdom,30-34,Rather not say,False,True,True,False,False,False,False,True,True,False,False,False,True,False,
1614,United States of America,25-29,"$60,000 - $80,000",False,False,False,False,False,False,False,False,True,False,False,False,False,False,
1615,Canada,40-50,"$120,000 - $140,000",False,True,True,False,False,False,False,True,True,False,False,False,True,False,
1616,Other Europe,25-29,"<$20,000",False,True,True,True,False,False,False,False,False,False,False,False,False,False,
1617,Other Europe,35-39,Rather not say,False,False,False,False,True,False,False,False,False,False,False,False,False,False,
1618,United States of America,25-29,Student / Unemployed,True,True,True,False,True,False,True,True,True,True,False,True,False,False,
1619,United States of America,25-29,,False,True,True,False,False,False,False,True,True,True,False,False,False,False,
1620,United Kingdom,30-34,Rather not say,False,True,True,True,False,False,False,False,False,False,False,False,True,False,
1621,United States of America,40-50,"$100,000 - $120,000",False,False,False,False,True,False,False,False,False,False,True,False,False,False,
1622,Other Europe,20-24,"<$20,000",True,True,True,True,True,False,False,True,False,False,True,False,True,False,
1623,United States of America,25-29,"$80,000 - $100,000",False,True,False,True,False,True,False,False,False,False,False,False,False,False,
1624,United States of America,30-34,Rather not say,True,True,True,False,True,False,False,True,True,False,False,False,True,False,LISP
1625,Other Europe,30-34,"$60,000 - $80,000",False,True,True,False,False,False,False,True,True,False,False,False,True,False,
1626,United Kingdom,25-29,,True,True,False,False,False,False,False,True,False,False,False,False,True,False,
1627,United States of America,35-39,Rather not say,True,True,True,False,False,False,True,True,False,False,False,True,True,False,ActionScript
1628,Middle East,20-24,Rather not say,True,True,True,False,False,False,False,True,True,False,False,False,True,False,
1629,Other Europe,25-29,Rather not say,False,False,False,False,True,False,False,False,False,True,False,True,False,False,
1630,United States of America,40-50,,False,True,True,True,False,False,False,True,False,False,True,True,True,False,
1631,Other Europe,20-24,Student / Unemployed,True,True,True,False,False,False,True,False,True,False,False,False,True,False,
1632,United States of America,40-50,"$100,000 - $120,000",False,False,False,False,False,False,False,True,True,True,False,False,False,False,
1633,Canada,35-39,"$60,000 - $80,000",False,True,True,True,False,False,False,False,False,False,False,False,True,False,
1634,India,20-24,"<$20,000",False,True,False,False,False,False,False,True,True,False,False,False,False,False,
1635,United States of America,25-29,"$60,000 - $80,000",False,True,True,False,False,False,False,True,True,False,False,False,True,False,
1636,United States of America,25-29,"$80,000 - $100,000",False,True,False,False,False,False,False,True,True,False,False,False,True,False,
1637,Other Europe,35-39,"$40,000 - $60,000",False,True,True,True,False,False,False,True,False,False,False,False,False,False,
1638,Other Europe,30-34,"$60,000 - $80,000",True,True,True,True,False,False,False,True,False,False,False,False,False,False,
1639,Other Europe,25-29,"$40,000 - $60,000",False,True,True,True,False,False,True,True,True,False,False,False,True,False,VB.net
1640,United Kingdom,25-29,Rather not say,False,False,True,False,False,False,False,True,False,False,False,True,True,False,
1641,United States of America,25-29,"$40,000 - $60,000",False,True,True,False,False,False,True,False,False,False,False,False,False,False,"xsl, xpath"
1642,Other Europe,25-29,"$60,000 - $80,000",True,False,False,False,False,False,False,True,False,True,True,False,False,False,
1643,Australia,40-50,">$140,000",False,False,False,False,False,False,False,True,True,False,False,False,False,False,
1644,France,20-24,"$20,000 - $40,000",True,False,False,True,True,False,False,False,False,False,True,True,False,False,
1645,France,30-34,"$80,000 - $100,000",False,True,True,False,True,False,False,False,False,True,True,False,True,False,
1646,United States of America,35-39,"$120,000 - $140,000",True,True,False,False,False,False,False,True,True,False,False,False,False,False,scala
1647,United Kingdom,25-29,Rather not say,False,True,True,True,False,False,False,False,False,False,False,False,True,False,
1648,United Kingdom,30-34,"$20,000 - $40,000",False,True,True,True,True,False,False,True,False,False,False,False,True,False,
1649,United States of America,25-29,"$60,000 - $80,000",False,True,True,False,False,False,False,True,True,False,False,False,True,False,
1650,United States of America,35-39,"$100,000 - $120,000",False,False,False,False,False,False,False,True,True,False,False,False,False,False,
1651,Canada,< 20,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
1652,Other Europe,30-34,"$60,000 - $80,000",True,True,False,True,True,True,True,True,False,True,True,False,True,False,
1653,United States of America,51-60,">$140,000",False,False,False,False,True,False,False,False,False,False,True,False,False,False,
1654,United States of America,40-50,">$140,000",True,False,False,False,True,False,False,False,False,False,True,True,False,False,
1655,Italy,30-34,"$40,000 - $60,000",True,False,False,False,False,False,False,True,True,True,True,False,False,False,"F#, Scala, Clojure"
1656,United States of America,40-50,">$140,000",True,False,False,False,False,False,False,False,False,True,False,False,False,False,"scala, groovy"
1657,Other Europe,25-29,Student / Unemployed,True,False,False,False,False,True,False,False,False,True,True,False,False,False,
1658,Middle East,20-24,"$20,000 - $40,000",False,True,True,False,True,False,False,True,True,True,True,False,False,False,
1659,Canada,25-29,"$60,000 - $80,000",True,True,True,True,True,False,False,True,False,False,False,False,False,False,
1660,France,30-34,"$40,000 - $60,000",True,False,False,False,False,False,False,False,False,False,False,False,False,False,
1661,United States of America,25-29,"$100,000 - $120,000",True,True,True,False,True,False,False,True,False,False,False,False,False,False,
1662,India,25-29,"$80,000 - $100,000",False,False,False,False,True,False,False,True,False,False,True,False,True,False,
1663,United States of America,20-24,"$60,000 - $80,000",True,False,True,True,True,True,False,True,False,False,True,False,False,False,
1664,Canada,20-24,"$60,000 - $80,000",False,True,True,True,False,False,False,True,False,False,False,False,True,False,
1665,France,30-34,"$40,000 - $60,000",True,False,False,False,False,False,False,True,True,True,True,False,True,False,
1666,United States of America,40-50,">$140,000",True,True,True,False,False,False,True,True,False,False,False,False,True,False,
1667,United Kingdom,20-24,"$100,000 - $120,000",False,True,True,True,True,False,False,True,False,False,False,False,True,False,
1668,Other Europe,35-39,Rather not say,False,True,True,False,False,False,True,True,False,True,True,False,True,False,
1669,South America,25-29,"$20,000 - $40,000",False,True,True,True,False,False,False,True,False,False,False,False,True,False,ASP.NET
1670,United Kingdom,40-50,Rather not say,False,False,False,False,False,False,False,True,True,False,False,False,False,False,
1671,United Kingdom,35-39,Rather not say,True,True,True,False,False,False,True,True,True,False,False,False,True,False,
1672,India,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
1673,United States of America,25-29,"$60,000 - $80,000",False,True,True,False,True,False,False,True,False,False,False,False,True,False,
1674,Russia,20-24,"<$20,000",False,True,True,False,True,False,False,True,True,False,False,False,True,False,
1675,Netherlands,30-34,"$60,000 - $80,000",False,True,True,True,False,False,False,True,False,False,False,False,True,False,
1676,United States of America,35-39,"$120,000 - $140,000",False,True,True,False,False,False,False,True,False,False,False,False,True,False,VB
1677,United States of America,40-50,"$120,000 - $140,000",False,False,False,False,False,False,False,False,True,False,False,False,False,False,
1678,United States of America,30-34,"$80,000 - $100,000",True,True,True,False,False,False,True,True,False,False,False,False,True,False,
1679,Other Europe,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
1680,United Kingdom,30-34,">$140,000",True,True,True,False,False,True,True,False,False,False,True,False,True,False,
1681,Other Europe,25-29,Rather not say,False,False,False,False,True,False,False,False,False,True,True,False,False,False,
1682,Middle East,20-24,"<$20,000",True,True,False,False,True,False,True,True,False,False,False,False,False,False,
1683,Australasia,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
1684,United States of America,35-39,"$60,000 - $80,000",False,True,True,True,False,False,False,False,True,False,False,False,True,False,
1685,India,25-29,"$20,000 - $40,000",False,True,False,False,False,False,True,False,False,False,False,False,False,False,
1686,United Kingdom,25-29,"$40,000 - $60,000",True,True,True,False,False,False,False,True,True,False,False,False,True,False,
1687,United States of America,40-50,"$80,000 - $100,000",False,False,False,False,False,False,True,True,True,False,False,False,False,False,Clojure
1688,United States of America,35-39,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,
1689,Australia,30-34,"$80,000 - $100,000",True,True,True,True,False,False,False,True,True,False,False,False,True,False,
1690,Canada,40-50,"$120,000 - $140,000",False,False,False,False,False,False,False,False,True,False,False,False,False,False,
1691,Other Asia,25-29,"$20,000 - $40,000",False,True,False,False,False,False,True,False,True,False,False,False,False,False,
1692,United Kingdom,25-29,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
1693,Other Asia,35-39,"$120,000 - $140,000",True,True,True,True,True,True,True,True,True,True,True,True,True,False,
1694,United States of America,30-34,"$100,000 - $120,000",False,True,False,False,False,False,False,True,False,False,False,False,False,False,Coldfusion
1695,Australia,30-34,"$60,000 - $80,000",False,True,True,False,True,True,False,True,True,True,True,False,True,False,
1696,Other Europe,30-34,Rather not say,True,False,True,False,False,False,True,True,True,True,False,False,True,False,
1697,United Kingdom,25-29,Rather not say,True,False,True,True,False,False,False,True,True,True,False,False,True,False,
1698,Australia,25-29,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
1699,United Kingdom,35-39,"$60,000 - $80,000",False,False,False,False,False,False,False,False,True,False,True,False,False,False,
1700,Italy,25-29,Rather not say,False,True,True,False,False,True,True,True,False,False,True,False,True,False,
1701,Australia,20-24,Rather not say,True,False,False,False,False,False,False,False,True,False,False,True,False,False,
1702,Other Asia,25-29,Student / Unemployed,False,False,False,False,True,False,False,False,False,False,False,False,False,False,
1703,Other Asia,25-29,"$40,000 - $60,000",True,True,True,True,True,True,True,True,True,False,True,True,True,False,
1704,Other Europe,30-34,"$60,000 - $80,000",True,False,False,False,False,False,False,True,True,False,False,False,False,False,
1705,Other Europe,25-29,"$20,000 - $40,000",True,False,False,False,False,False,False,True,False,False,False,False,False,False,
1706,United States of America,30-34,"$80,000 - $100,000",True,True,True,False,True,False,False,True,False,False,False,False,False,False,
1707,Canada,40-50,Rather not say,False,True,True,False,True,False,False,False,False,False,False,False,True,False,
1708,Netherlands,20-24,Student / Unemployed,True,False,True,True,False,False,False,True,False,False,False,False,False,False,
1709,Other Europe,25-29,"<$20,000",False,True,True,True,False,False,False,False,False,False,False,False,True,False,
1710,Other Europe,25-29,,True,False,False,True,False,False,False,True,True,False,False,False,True,False,
1711,South America,20-24,Rather not say,True,True,True,True,True,False,False,False,True,False,True,False,True,False,
1712,Other Asia,25-29,"<$20,000",False,False,False,False,False,False,False,False,True,False,False,False,False,False,
1713,Other Europe,25-29,Rather not say,False,True,False,False,False,False,False,False,True,True,False,False,False,False,
1714,Italy,20-24,"$20,000 - $40,000",True,False,False,False,False,False,False,False,False,False,True,True,False,False,
1715,Other Europe,40-50,"$60,000 - $80,000",True,True,True,False,False,False,False,True,False,False,False,False,True,False,
1716,South America,35-39,"<$20,000",False,True,False,False,False,False,False,False,True,False,False,False,False,False,
1717,Germany,40-50,Rather not say,True,True,True,False,False,False,False,True,False,True,True,False,True,False,
1718,United States of America,40-50,"$80,000 - $100,000",False,True,True,False,False,False,False,True,False,False,False,False,True,False,Scala
1719,Germany,30-34,"$60,000 - $80,000",True,True,False,False,True,True,False,True,True,True,True,True,False,False,
1720,South America,30-34,Student / Unemployed,True,True,True,False,False,False,False,True,False,True,True,False,True,False,lua
1721,South America,25-29,"$40,000 - $60,000",True,True,True,True,True,False,False,True,False,False,True,False,True,False,Clojure
1722,Other Europe,30-34,"$20,000 - $40,000",True,True,True,False,False,False,False,False,True,False,False,False,True,False,Delphi
1723,India,< 20,Student / Unemployed,False,True,True,True,False,False,False,True,True,False,True,False,True,False,
1724,Other Europe,25-29,"$40,000 - $60,000",False,True,False,False,False,False,False,True,True,False,False,False,False,False,HTML
1725,Germany,25-29,,True,True,True,True,False,False,True,True,False,False,False,False,True,False,
1726,India,25-29,"<$20,000",True,True,True,True,False,False,False,False,False,False,False,False,False,False,
1727,United States of America,35-39,"$100,000 - $120,000",False,True,True,False,False,False,True,True,True,False,False,False,True,False,
1728,Germany,35-39,"$20,000 - $40,000",True,True,True,True,False,False,False,True,True,True,True,True,False,False,
1729,Other Europe,25-29,"<$20,000",False,True,True,True,False,False,True,False,False,False,False,False,True,False,
1730,South America,25-29,"$20,000 - $40,000",True,False,False,False,True,False,False,False,False,True,True,False,False,False,
1731,United Kingdom,51-60,Rather not say,False,True,True,False,False,False,False,True,True,False,True,False,False,False,VB.NET
1732,Other Europe,25-29,Rather not say,True,False,False,False,False,False,False,False,True,False,False,False,False,False,F#
1733,Canada,35-39,"$100,000 - $120,000",False,True,False,False,False,False,False,True,True,False,False,False,False,False,
1734,Australasia,25-29,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
1735,Australia,35-39,"$80,000 - $100,000",True,True,True,True,True,True,True,True,False,False,True,False,True,False,
1736,Other Europe,30-34,"$60,000 - $80,000",True,True,True,False,False,False,False,True,True,False,False,False,True,False,
1737,Australasia,20-24,"$60,000 - $80,000",True,True,True,False,False,False,False,True,True,False,False,False,False,False,
1738,India,20-24,Rather not say,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Android
1739,Other Europe,25-29,"$20,000 - $40,000",False,True,False,False,True,False,True,False,False,False,False,False,False,False,
1740,India,25-29,"<$20,000",False,True,True,False,True,False,False,False,False,False,False,False,True,False,
1741,Other Europe,35-39,"$100,000 - $120,000",True,True,False,False,False,False,False,True,False,False,False,False,False,False,
