,Country,Age,Income,C,C++,C#,Java,JavaScript,jQuery,JQuery,Node.js,Objective-C,PHP,Python,Ruby,SQL,Other (please specify)
929,United States of America,40-50,"$120,000 - $140,000",False,True,False,False,False,False,False,False,False,False,True,False,False,
930,Italy,30-34,Rather not say,True,False,False,False,False,False,False,False,False,False,True,False,False,
931,United States of America,51-60,"$100,000 - $120,000",False,False,True,False,True,True,False,False,False,False,False,False,False,
932,United Kingdom,30-34,Rather not say,False,True,False,False,True,True,False,False,True,True,True,False,True,
933,Other Europe,25-29,Rather not say,False,False,True,False,False,False,False,False,False,False,False,False,True,
934,Africa,35-39,"$60,000 - $80,000",True,True,True,True,True,True,False,True,True,True,True,True,True,"Erlang, Lua, OCaml, Haskell"
935,United States of America,30-34,"$80,000 - $100,000",True,False,False,False,True,True,False,True,False,True,True,True,True,
936,Netherlands,20-24,,False,False,False,False,False,False,False,False,False,False,False,False,False,
937,United States of America,20-24,"$40,000 - $60,000",False,False,False,True,True,True,False,False,False,False,False,False,False,
938,Other Europe,25-29,"$20,000 - $40,000",False,False,False,True,True,True,False,False,False,False,False,False,True,
939,Russia,,,False,False,False,False,False,False,False,False,False,False,False,False,False,
940,Other Europe,20-24,,False,False,False,False,False,False,False,False,False,False,False,False,False,
941,Russia,25-29,"<$20,000",False,False,False,False,True,True,False,False,False,True,False,True,True,Ruby on Rails
942,United Kingdom,< 20,,False,False,False,False,False,False,False,False,False,False,False,False,False,
943,Other Europe,>60,,False,False,False,False,False,False,False,False,False,False,False,False,False,
944,Russia,20-24,,False,False,False,False,False,False,False,False,False,False,False,False,False,
945,Africa,,,False,False,False,False,False,False,False,False,False,False,False,False,False,
946,India,25-29,,False,False,False,False,False,False,False,False,False,False,False,False,False,
947,Other Europe,25-29,"$40,000 - $60,000",False,False,False,True,False,False,False,False,False,False,False,False,False,
948,France,20-24,Student / Unemployed,False,False,False,True,False,True,False,True,False,True,False,False,True,
949,Russia,25-29,Rather not say,False,False,False,True,True,True,False,False,False,False,False,False,False,
950,United States of America,20-24,"<$20,000",False,True,True,True,True,False,False,False,False,True,False,False,True,
951,United States of America,30-34,"$80,000 - $100,000",False,False,True,False,True,True,False,False,False,False,False,False,True,
952,India,25-29,"<$20,000",False,True,True,True,True,False,False,False,False,False,True,False,True,
953,Middle East,25-29,,False,False,False,False,False,False,False,False,True,False,False,False,False,
954,India,25-29,"<$20,000",False,False,True,False,False,True,False,False,False,False,False,False,True,
955,Other Europe,20-24,Student / Unemployed,True,False,False,True,True,True,False,False,False,True,False,False,True,
956,United States of America,40-50,Rather not say,False,True,True,False,True,False,False,False,False,False,False,False,True,
957,India,30-34,Rather not say,False,True,True,False,False,False,False,False,False,False,False,False,False,
958,United States of America,< 20,Student / Unemployed,False,True,False,False,False,False,False,False,False,True,False,False,True,
959,Russia,25-29,"<$20,000",False,False,True,False,False,False,False,False,False,False,False,False,True,
960,India,25-29,"$20,000 - $40,000",False,False,True,True,False,True,False,False,False,True,False,False,False,
961,Other Asia,< 20,Student / Unemployed,False,False,False,True,False,False,False,False,True,False,False,False,False,
962,Germany,30-34,"$60,000 - $80,000",False,True,False,False,False,False,False,False,False,False,True,False,False,
963,India,20-24,,False,False,False,False,False,False,False,False,False,False,False,False,False,
964,India,20-24,,False,False,False,False,False,False,False,False,False,False,False,False,False,
965,Other Europe,20-24,"$40,000 - $60,000",True,True,True,True,True,True,False,False,False,True,False,False,True,"Matlab, HTML"
966,India,25-29,"<$20,000",False,False,False,False,False,False,False,False,True,False,False,False,True,
967,Other Europe,30-34,"$60,000 - $80,000",False,False,False,True,True,True,False,False,False,False,False,False,False,
968,France,30-34,"$80,000 - $100,000",False,True,True,False,False,False,False,False,False,False,False,False,False,
969,Russia,30-34,"<$20,000",True,False,False,False,True,False,False,False,True,False,False,False,False,
970,India,20-24,"<$20,000",False,False,False,False,True,True,False,False,False,True,False,False,False,
971,United Kingdom,25-29,">$140,000",False,False,True,False,False,True,False,True,False,False,False,True,True,
972,United States of America,30-34,"$100,000 - $120,000",False,False,True,False,True,True,False,False,False,False,False,False,True,"coffeescript, LESS"
973,Other Europe,30-34,"$60,000 - $80,000",False,False,True,False,True,True,False,False,False,True,False,False,True,
974,Other Europe,40-50,,False,False,False,False,False,False,False,False,False,False,False,False,False,
975,Other Europe,30-34,"$20,000 - $40,000",False,False,True,True,False,False,False,False,False,False,True,False,False,
976,Germany,35-39,,False,False,False,False,False,False,False,False,False,False,False,False,False,
977,Other Europe,20-24,,False,False,False,False,False,True,False,False,False,False,False,True,False,
978,Middle East,25-29,Rather not say,False,False,True,False,True,True,False,False,False,False,True,True,True,
979,Other Europe,25-29,,False,False,False,False,False,False,False,False,False,False,False,False,False,
980,Africa,30-34,"$40,000 - $60,000",False,False,True,True,True,True,False,False,False,True,False,False,True,
981,India,30-34,"<$20,000",False,False,False,False,True,True,False,False,False,True,False,False,True,
982,Australasia,20-24,"$80,000 - $100,000",False,False,False,False,True,True,False,True,False,True,False,True,True,"redis, memcached"
983,Middle East,25-29,,False,False,False,False,False,False,False,False,False,False,False,False,False,
984,Other Europe,30-34,,False,False,True,True,False,False,False,False,False,False,False,False,False,
985,Italy,30-34,Rather not say,False,False,False,False,True,True,False,False,True,True,False,False,False,
986,Russia,20-24,"$20,000 - $40,000",False,False,True,False,True,True,False,False,False,False,False,False,True,
987,India,25-29,,False,False,True,False,True,True,False,False,False,True,False,False,True,
988,Other Europe,30-34,"$40,000 - $60,000",False,False,False,False,True,True,False,False,False,True,False,False,True,
989,India,25-29,"$20,000 - $40,000",False,False,True,True,True,True,False,False,False,False,False,False,True,
990,Other Asia,20-24,Student / Unemployed,True,False,False,True,False,False,False,False,False,False,True,False,False,go
991,Other Asia,30-34,"<$20,000",False,False,True,False,False,True,False,False,False,False,False,False,True,
992,India,25-29,,False,True,False,True,False,False,False,False,False,True,True,False,True,
993,Italy,< 20,"<$20,000",False,False,False,False,True,True,False,True,False,True,False,False,True,
994,Russia,25-29,"$40,000 - $60,000",False,True,False,False,True,True,False,False,False,False,True,False,True,
995,Russia,25-29,"$40,000 - $60,000",False,False,True,False,True,True,False,False,False,False,False,False,True,
996,India,20-24,Rather not say,True,True,False,False,False,True,False,False,True,False,False,False,False,
997,India,20-24,"<$20,000",False,False,False,True,True,False,False,False,True,False,False,False,False,
998,India,35-39,"$20,000 - $40,000",False,False,False,False,True,True,False,False,False,True,False,False,True,"html, css"
999,India,25-29,"<$20,000",False,False,True,False,True,True,False,False,False,False,False,False,True,
1000,Other Europe,25-29,"$60,000 - $80,000",False,True,True,False,True,True,False,False,False,False,False,False,True,
1001,United States of America,51-60,Rather not say,True,True,False,False,True,True,False,False,False,True,False,False,True,
1002,India,30-34,"<$20,000",False,False,False,False,False,False,False,False,False,True,True,False,False,Bash
1003,Netherlands,30-34,Rather not say,False,False,False,False,False,False,False,False,False,False,False,False,False,VB.NET
1004,Other Europe,20-24,"<$20,000",False,False,False,True,False,False,False,False,False,False,True,False,False,
1005,Other Europe,30-34,"$100,000 - $120,000",False,False,True,False,False,False,False,False,False,False,False,False,False,
1006,India,< 20,,False,False,False,False,False,False,False,False,False,False,False,False,False,
1007,Other Europe,20-24,Rather not say,False,False,True,False,True,True,False,True,False,True,False,False,True,Actionscript
1008,Germany,20-24,,False,True,False,False,True,True,False,False,False,False,True,False,False,PL/SQL
1009,Other Europe,,,False,False,False,False,False,False,False,False,False,False,False,False,False,
1010,France,25-29,Rather not say,False,True,False,False,False,False,False,False,False,False,True,False,False,
1011,Other Asia,25-29,,False,False,False,False,False,False,False,False,False,False,False,False,False,
1012,Russia,25-29,,False,False,False,False,False,False,False,False,False,False,False,False,False,
1013,Other Asia,20-24,,False,False,False,False,False,False,False,False,False,False,False,False,False,
1014,Other Europe,20-24,Rather not say,True,False,False,True,True,True,False,False,False,True,False,False,True,
1015,India,20-24,,False,False,False,False,False,False,False,False,False,False,False,False,False,
1016,India,20-24,Rather not say,False,False,False,True,False,False,False,False,False,False,False,False,False,
1017,India,25-29,"<$20,000",False,False,False,False,True,True,False,False,False,True,False,False,False,
1018,Other Europe,30-34,"$40,000 - $60,000",False,False,False,True,True,True,False,False,False,True,False,False,True,
1019,Other Asia,25-29,,False,False,False,False,False,False,False,False,False,False,False,False,False,
1020,India,30-34,,False,False,False,False,False,False,False,False,False,False,False,False,False,
1021,Australia,< 20,,True,True,False,False,True,True,False,False,True,True,True,False,False,
1022,Other Europe,30-34,"<$20,000",False,False,True,False,True,True,False,False,False,False,False,False,True,
1023,Russia,25-29,"$20,000 - $40,000",False,False,False,False,True,True,False,False,False,True,False,False,True,
1024,Middle East,25-29,"$60,000 - $80,000",False,False,True,False,True,True,False,False,False,False,False,False,True,
1025,India,30-34,"$20,000 - $40,000",True,True,False,False,False,False,False,False,False,False,True,False,False,
1026,Other Europe,30-34,Rather not say,False,False,False,False,False,False,False,False,True,False,False,True,False,
1027,India,35-39,"$20,000 - $40,000",False,False,False,True,True,False,False,False,False,False,False,False,True,
1028,Other Europe,30-34,"$20,000 - $40,000",False,False,False,False,False,False,False,False,False,True,False,False,False,
1029,Other Europe,20-24,,False,False,False,False,False,False,False,False,False,False,False,False,False,
1030,India,35-39,"$40,000 - $60,000",False,False,True,False,True,True,False,False,False,False,False,False,True,
1031,United States of America,30-34,"$120,000 - $140,000",False,False,False,False,False,False,False,False,True,False,False,False,False,
1032,Other Europe,< 20,"<$20,000",False,False,False,False,True,True,False,False,False,False,True,False,True,Ember.js
1033,Italy,25-29,,False,False,False,False,False,False,False,False,False,False,False,False,False,
1034,Australia,40-50,">$140,000",False,False,False,False,True,False,False,False,False,False,False,False,False,
1035,France,35-39,"$60,000 - $80,000",False,False,False,False,True,False,False,False,False,True,False,False,True,
1036,Middle East,40-50,,False,False,False,False,True,True,False,False,False,False,False,False,False,PHP
1037,United States of America,25-29,Rather not say,False,False,True,True,True,True,False,False,True,True,False,True,True,Common LISP
1038,United States of America,< 20,,False,False,False,False,False,True,False,False,False,True,False,False,False,
1039,India,25-29,"$20,000 - $40,000",False,False,False,True,False,True,False,False,False,False,False,False,False,
1040,Other Asia,25-29,,True,True,False,False,False,False,False,False,False,False,False,False,False,lisp
1041,United Kingdom,25-29,"$40,000 - $60,000",False,False,True,False,True,True,False,False,False,True,False,False,True,
1042,Other Europe,25-29,"$40,000 - $60,000",True,False,False,True,True,False,False,False,False,False,True,False,True,
1043,Italy,20-24,Student / Unemployed,False,False,False,False,True,True,False,False,False,True,False,False,True,
1044,Other Asia,20-24,Rather not say,False,False,False,True,True,False,False,False,False,True,False,False,True,
1045,India,35-39,"$20,000 - $40,000",True,True,False,True,False,False,False,False,False,False,False,False,False,
1046,Russia,25-29,,False,False,False,False,False,False,False,False,False,False,False,False,False,
1047,United States of America,25-29,Student / Unemployed,False,True,False,False,True,False,False,False,False,True,False,False,False,
1048,Canada,25-29,,False,False,False,False,False,False,False,False,False,False,False,False,False,
1049,United States of America,,,False,False,False,False,False,False,False,False,False,False,False,False,False,
1050,India,20-24,,False,False,False,True,True,True,False,False,False,False,False,False,False,knockout.js
1051,United States of America,40-50,,False,False,True,False,False,False,False,False,False,False,False,False,True,PowerShell
1052,India,20-24,,False,False,False,False,False,False,False,False,False,False,False,False,False,
1053,United States of America,35-39,,False,False,False,False,False,True,False,False,True,False,False,True,True,
1054,Russia,25-29,"<$20,000",False,False,False,False,False,False,False,False,False,False,False,False,True,pascal
1055,Africa,25-29,"$20,000 - $40,000",False,False,True,False,True,False,False,False,False,False,False,False,False,
1056,India,30-34,,False,False,False,False,False,False,False,False,False,False,False,False,False,
1057,United States of America,20-24,"$20,000 - $40,000",True,True,False,True,True,False,False,False,False,True,True,False,False,
1058,India,25-29,"<$20,000",False,False,False,False,False,False,False,False,True,False,False,False,False,
1059,India,20-24,"<$20,000",False,True,True,True,True,False,False,False,True,False,False,False,False,
1060,India,,,False,False,False,False,False,False,False,False,False,False,False,False,False,
1061,Africa,35-39,"$80,000 - $100,000",False,False,True,False,True,True,False,False,False,False,False,False,False,
1062,India,20-24,"$20,000 - $40,000",False,False,False,False,True,False,False,False,False,True,False,False,False,
1063,United States of America,30-34,"$60,000 - $80,000",False,False,True,False,True,True,False,False,False,False,False,False,True,VB.Net
1064,Canada,40-50,"$60,000 - $80,000",False,False,False,False,False,False,False,False,False,False,False,False,True,
1065,India,25-29,,False,False,False,False,False,False,False,False,False,False,False,False,False,
1066,United States of America,30-34,"$20,000 - $40,000",False,False,False,True,True,False,False,False,False,True,False,False,True,
1067,United States of America,20-24,"$40,000 - $60,000",False,False,True,True,True,True,False,False,False,True,False,False,True,
1068,Other Europe,20-24,"<$20,000",False,False,True,False,True,True,False,False,False,False,False,False,False,
1069,United States of America,30-34,Student / Unemployed,False,False,False,True,False,False,False,False,False,False,False,False,False,
1070,Australia,30-34,"$80,000 - $100,000",False,False,False,False,True,True,False,False,False,False,False,False,True,VB6
1071,United States of America,25-29,"$100,000 - $120,000",True,False,False,False,False,False,False,False,True,False,False,False,False,
1072,India,35-39,"$20,000 - $40,000",False,False,True,False,True,True,False,False,False,False,False,False,True,
1073,United Kingdom,40-50,,False,False,False,False,False,True,False,False,False,True,False,False,True,
1074,United States of America,30-34,"$100,000 - $120,000",False,False,True,False,True,True,False,False,False,False,False,False,True,
1075,India,20-24,"<$20,000",False,False,False,True,False,False,False,False,True,False,False,False,False,
1076,Other Asia,25-29,,False,False,True,False,False,False,False,False,False,False,False,False,True,
1077,United States of America,25-29,"$100,000 - $120,000",True,True,False,False,True,False,False,False,True,False,True,False,False,"Clojure, Urbiscript, MongoDB"
1078,Other Asia,30-34,"$40,000 - $60,000",False,False,False,True,True,False,False,False,False,False,False,False,False,
1079,India,20-24,"<$20,000",False,False,False,True,True,False,False,False,False,False,False,False,True,zk
1080,Mexico,40-50,,False,False,False,False,False,False,False,False,False,False,False,False,False,
1081,Australia,20-24,Rather not say,False,False,False,False,True,True,False,False,False,True,False,True,True,
1082,United States of America,35-39,"$60,000 - $80,000",False,False,False,False,True,True,False,False,False,False,False,False,False,Common Lisp
1083,United States of America,< 20,,False,False,False,False,False,False,False,False,False,False,False,False,False,
1084,United States of America,,,False,False,False,False,False,False,False,False,False,False,False,False,False,
1085,United States of America,20-24,,False,False,False,True,False,False,False,False,False,False,True,False,False,
1086,Netherlands,30-34,">$140,000",True,False,False,True,False,False,False,False,False,True,True,True,True,
1087,India,25-29,Rather not say,False,False,False,True,False,True,False,False,False,False,False,False,False,JSF
1088,United Kingdom,20-24,,False,False,False,False,False,False,False,False,False,False,False,False,False,
1089,United States of America,25-29,"$100,000 - $120,000",True,True,False,True,False,True,False,False,False,True,False,False,False,
1090,France,>60,,True,True,True,False,False,False,False,False,False,False,False,False,False,
1091,Germany,25-29,"$60,000 - $80,000",True,True,False,False,False,False,False,False,True,False,False,False,False,
1092,India,20-24,,False,False,False,False,False,False,False,False,False,False,False,False,False,
1093,South America,,,False,False,False,False,False,False,False,False,False,False,False,False,False,
1094,Other Asia,25-29,"$20,000 - $40,000",True,True,False,True,True,False,False,True,False,False,True,False,False,
1095,Other Asia,20-24,"<$20,000",False,False,False,True,False,False,False,False,False,False,False,False,False,
1096,Australia,30-34,"$100,000 - $120,000",False,False,True,False,True,True,False,False,False,False,False,False,True,VB.NET
1097,India,20-24,"<$20,000",False,True,False,True,True,True,False,False,False,True,False,False,True,JavaFX
1098,United States of America,40-50,">$140,000",False,False,False,False,True,True,False,False,False,False,False,True,False,
1099,Canada,,,False,False,False,False,False,False,False,False,False,False,False,False,False,
1100,United States of America,40-50,">$140,000",False,False,True,False,False,False,False,False,True,False,False,False,True,
1101,South America,25-29,"$20,000 - $40,000",False,False,False,False,True,True,False,False,False,False,False,True,True,
1102,Canada,< 20,,False,True,False,True,False,False,False,False,False,False,False,False,False,
1103,United States of America,20-24,Rather not say,True,False,False,False,False,False,False,False,True,False,True,False,False,
1104,United States of America,25-29,Student / Unemployed,True,True,True,False,False,False,False,False,False,False,True,False,False,
1105,United States of America,,,False,False,False,False,False,False,False,False,False,False,False,False,False,
1106,Australia,40-50,">$140,000",False,False,False,False,False,False,False,False,False,False,True,False,True,
1107,United States of America,< 20,Student / Unemployed,False,False,False,False,True,True,False,False,False,False,True,True,False,
1108,Canada,30-34,"$80,000 - $100,000",False,True,False,True,True,True,False,False,False,False,False,True,True,
1109,Other Asia,25-29,Rather not say,True,False,True,False,False,False,False,False,False,False,False,False,True,
1110,United States of America,40-50,"$120,000 - $140,000",False,False,False,False,False,False,False,False,False,False,True,False,True,
1111,Other Europe,< 20,Student / Unemployed,False,False,False,False,True,True,False,False,False,True,False,False,True,HTML
1112,United States of America,25-29,"$80,000 - $100,000",False,False,False,True,True,False,False,False,False,True,True,True,True,
1113,Other Europe,30-34,Rather not say,False,False,True,True,False,False,False,False,False,False,False,False,True,
1114,United States of America,25-29,,False,False,False,False,False,False,False,False,False,False,False,False,False,
1115,United Kingdom,20-24,,False,False,False,False,True,True,False,False,False,True,False,False,True,
1116,Other Europe,20-24,,False,False,False,False,False,False,False,False,False,False,False,False,False,
1117,United States of America,51-60,"$60,000 - $80,000",False,False,True,False,True,True,False,False,False,False,True,False,False,bash shell scripting
1118,United States of America,25-29,"$40,000 - $60,000",False,False,True,True,False,False,False,False,False,False,False,False,True,
1119,United States of America,25-29,"$80,000 - $100,000",False,False,False,False,True,False,False,True,False,True,False,False,True,
1120,United States of America,40-50,"$80,000 - $100,000",False,False,True,False,True,True,False,False,False,False,False,False,True,
1121,United Kingdom,20-24,Student / Unemployed,True,True,False,True,False,False,False,False,True,False,False,False,False,"GLSL, MEL, Perl, Matlab"
1122,United States of America,20-24,"$120,000 - $140,000",False,False,False,False,False,False,False,False,False,False,False,True,False,
1123,United States of America,20-24,Student / Unemployed,False,False,True,True,True,True,False,False,False,False,False,False,False,
1124,United States of America,35-39,"$100,000 - $120,000",False,False,False,True,True,True,False,False,True,False,True,True,True,
1125,United States of America,30-34,"$40,000 - $60,000",False,False,True,False,True,True,False,False,False,False,False,False,False,
1126,Other Europe,20-24,Student / Unemployed,False,False,False,False,False,False,False,False,False,False,True,False,False,
1127,United States of America,>60,,True,False,False,True,False,False,False,False,False,False,False,False,False,
1128,Other Europe,25-29,Rather not say,False,False,False,True,True,False,False,False,False,False,False,False,True,
1129,United States of America,< 20,"<$20,000",False,False,True,False,True,False,False,False,True,True,False,False,True,"html, asp"
1130,Middle East,20-24,"$20,000 - $40,000",False,False,False,False,True,True,False,True,False,True,False,False,False,Mongodb
1131,United Kingdom,20-24,"$40,000 - $60,000",True,False,False,False,True,True,False,False,False,True,False,False,True,
1132,Netherlands,35-39,"$60,000 - $80,000",True,False,False,True,False,False,False,False,False,False,False,False,False,
1133,United States of America,25-29,Student / Unemployed,False,True,False,False,False,False,False,False,False,True,False,False,True,
1134,United States of America,40-50,"$120,000 - $140,000",False,False,False,True,True,False,False,False,False,False,False,False,True,YUI
1135,United States of America,30-34,"$100,000 - $120,000",False,False,True,False,False,True,False,False,False,False,False,False,True,
1136,United States of America,20-24,"$100,000 - $120,000",False,False,False,False,True,True,False,False,True,True,False,False,True,
1137,United States of America,30-34,"$80,000 - $100,000",False,False,False,False,True,True,False,False,False,True,False,False,True,
1138,United States of America,25-29,,False,False,False,False,False,False,False,False,False,False,False,False,False,
1139,Central America,< 20,Student / Unemployed,False,False,False,True,False,False,False,False,False,False,False,False,False,
1140,United States of America,30-34,"$80,000 - $100,000",False,False,False,True,True,False,False,False,True,False,True,False,False,Groovy
1141,United Kingdom,25-29,Student / Unemployed,False,False,False,False,True,True,False,False,False,False,True,False,True,
1142,France,35-39,"$100,000 - $120,000",False,False,False,True,True,True,False,False,False,False,True,False,True,
1143,India,20-24,,False,False,False,False,False,False,False,False,False,False,False,False,False,
1144,United States of America,40-50,"$100,000 - $120,000",False,False,False,True,True,True,False,False,False,False,True,False,True,
1145,United States of America,51-60,,True,True,True,False,False,False,False,False,False,False,False,False,False,
1146,Netherlands,51-60,">$140,000",False,False,False,False,True,True,False,False,False,False,False,False,False,
1147,Canada,30-34,"$80,000 - $100,000",False,False,True,True,True,False,False,False,False,False,False,False,True,
1148,South America,< 20,"<$20,000",True,True,False,True,True,False,False,False,False,True,False,False,True,
1149,Canada,30-34,"$80,000 - $100,000",False,True,True,False,True,True,False,False,False,True,True,False,False,
1150,Germany,30-34,"$80,000 - $100,000",False,True,False,True,False,False,False,False,False,False,False,False,False,
1151,United States of America,40-50,"$60,000 - $80,000",True,True,True,False,False,False,False,False,True,False,False,False,False,
1152,United States of America,20-24,,False,False,False,False,False,False,False,False,False,False,False,False,False,
1153,United States of America,30-34,"$60,000 - $80,000",False,False,True,False,True,True,False,False,False,False,False,False,True,
1154,United States of America,25-29,"$80,000 - $100,000",False,False,True,False,False,False,False,False,False,False,False,False,True,VB.NET
1155,Other Europe,35-39,"$40,000 - $60,000",False,True,True,False,True,False,False,False,False,False,True,False,False,
1156,Australasia,20-24,,True,False,False,True,False,True,False,False,False,True,False,False,True,
1157,Other Asia,20-24,,False,False,False,False,False,False,False,False,False,False,False,False,False,
1158,United Kingdom,40-50,,False,False,False,False,False,False,False,False,False,False,False,False,False,
1159,Other Europe,30-34,"$60,000 - $80,000",True,True,False,True,True,True,False,True,True,False,True,False,False,
1160,United Kingdom,35-39,"$80,000 - $100,000",False,False,True,False,False,False,False,False,False,False,False,False,True,
1161,United States of America,30-34,,False,False,False,False,False,False,False,False,False,False,False,False,False,
1162,Other Europe,35-39,"$60,000 - $80,000",True,False,False,True,False,False,False,False,False,False,True,False,True,
1163,Other Europe,20-24,"<$20,000",True,False,False,True,True,False,False,False,False,True,False,False,True,
1164,Middle East,25-29,,False,False,False,False,False,False,False,False,False,False,False,False,False,
1165,Mexico,25-29,,False,False,False,False,False,False,False,False,False,False,False,False,False,
1166,United States of America,30-34,"$100,000 - $120,000",False,False,True,False,True,False,False,False,False,False,False,False,True,
1167,United States of America,20-24,,False,True,False,False,False,False,False,False,False,False,True,False,True,MATLAB
1168,United States of America,25-29,"$60,000 - $80,000",False,False,True,False,True,True,False,False,False,False,False,False,True,
1169,Netherlands,51-60,"$120,000 - $140,000",False,False,True,True,True,True,False,False,False,False,False,False,True,
1170,France,20-24,"$20,000 - $40,000",False,False,True,True,True,True,False,False,False,True,False,False,True,
1171,Germany,25-29,"$80,000 - $100,000",False,False,False,False,True,False,False,True,False,False,True,False,False,
1172,United States of America,25-29,"$60,000 - $80,000",False,True,False,True,True,False,False,False,False,False,False,False,False,
1173,United States of America,51-60,"$60,000 - $80,000",False,False,True,False,True,True,False,False,False,True,False,False,True,
1174,Other Europe,20-24,,False,False,False,False,False,False,False,False,False,False,False,False,False,
1175,Other Europe,25-29,"<$20,000",False,True,True,False,True,True,False,True,False,False,False,False,True,silverlight
1176,United States of America,,,False,False,False,False,False,False,False,False,False,False,False,False,False,
1177,Middle East,30-34,,False,False,False,False,False,False,False,False,False,False,False,False,False,
1178,Italy,,,False,False,False,False,False,False,False,False,False,False,False,False,False,
1179,United States of America,20-24,Student / Unemployed,False,False,False,True,False,False,False,False,True,False,False,True,False,
1180,United States of America,,,False,False,False,False,False,False,False,False,False,False,False,False,False,
1181,United States of America,51-60,">$140,000",False,False,False,False,False,False,False,False,True,False,False,False,False,
1182,United States of America,25-29,"$60,000 - $80,000",False,False,True,False,True,True,False,False,False,False,False,False,True,
1183,Germany,30-34,"$40,000 - $60,000",False,False,False,True,False,False,False,False,False,False,False,False,True,
1184,United States of America,40-50,">$140,000",False,False,False,False,True,True,False,False,True,False,False,True,True,
1185,Other Europe,,,False,False,False,False,False,False,False,False,False,False,False,False,False,
1186,India,35-39,,False,False,False,False,False,False,False,False,False,False,False,False,False,
1187,India,20-24,,False,False,False,False,False,False,False,False,False,False,False,False,False,
1188,Other Europe,,,False,False,False,False,False,False,False,False,False,False,False,False,False,
1189,India,20-24,"<$20,000",True,False,False,True,True,False,False,False,False,True,False,False,False,
1190,United States of America,35-39,"$80,000 - $100,000",False,False,True,False,True,True,False,False,False,True,False,False,True,"ColdFusion, Classic ASP, VBScript, Perl"
1191,India,25-29,,False,False,True,False,False,False,False,False,False,False,False,False,True,Perl
1192,India,20-24,"<$20,000",True,True,False,True,True,True,False,False,False,True,False,False,True,
1193,South America,25-29,,False,False,False,False,False,False,False,False,False,False,False,False,False,
1194,South America,25-29,"<$20,000",False,False,True,False,False,False,False,False,False,False,False,False,True,
1195,Other Asia,25-29,Rather not say,False,False,True,False,True,True,False,False,False,False,False,False,True,
1196,Other Europe,30-34,"$60,000 - $80,000",False,True,False,False,False,False,False,False,True,False,True,False,False,
1197,Other Europe,20-24,"<$20,000",False,False,True,False,True,True,False,False,False,False,False,False,True,
1198,South America,20-24,,True,False,False,True,True,True,False,False,False,True,False,True,True,
1199,United States of America,40-50,,False,False,False,False,False,False,False,False,False,False,True,False,False,"LabVIEW, hardware"
1200,United States of America,35-39,,False,False,False,True,False,False,False,False,False,False,True,False,False,
1201,France,40-50,,False,False,False,False,False,False,False,False,False,False,False,False,False,
1202,United States of America,30-34,,False,False,True,True,False,False,False,False,False,False,False,False,False,
1203,United States of America,20-24,,False,False,False,False,False,False,False,False,False,False,False,False,False,
1204,United States of America,25-29,"$20,000 - $40,000",False,False,False,False,True,True,False,False,False,True,False,False,True,
1205,United States of America,30-34,,False,False,False,False,False,False,False,False,False,False,False,False,False,
1206,United States of America,25-29,"$20,000 - $40,000",True,True,False,False,True,True,False,False,False,True,False,False,True,
1207,Other Europe,35-39,,False,False,False,False,False,False,False,False,False,False,False,False,False,
1208,Other Europe,< 20,Student / Unemployed,False,False,True,False,True,True,False,False,False,False,False,False,True,
1209,South America,35-39,"$100,000 - $120,000",False,False,True,True,False,True,False,False,False,False,False,False,True,
1210,India,25-29,"<$20,000",False,False,False,False,False,False,False,False,False,False,True,False,True,
1211,United States of America,40-50,"$80,000 - $100,000",False,False,True,False,True,False,False,False,False,False,False,False,True,
1212,Other Europe,< 20,Student / Unemployed,True,True,False,True,False,False,False,False,False,True,False,False,True,
1213,Other Europe,20-24,"$20,000 - $40,000",False,False,False,True,True,True,False,False,False,True,False,False,True,
1214,Mexico,25-29,"<$20,000",False,False,True,False,True,True,False,False,False,False,False,False,True,
1215,Germany,30-34,Rather not say,False,False,False,False,False,False,False,False,False,False,False,False,False,"R, Matlab"
1216,Other Europe,25-29,">$140,000",False,False,True,False,True,True,False,False,False,False,False,False,True,
1217,Middle East,30-34,"$60,000 - $80,000",False,False,True,False,False,False,False,False,True,False,False,False,False,
1218,United States of America,20-24,"$60,000 - $80,000",False,False,True,False,True,True,False,False,False,True,False,False,True,
1219,South America,30-34,,False,False,False,False,False,False,False,False,False,False,False,False,False,
1220,South America,20-24,"<$20,000",False,False,False,True,False,True,False,False,False,False,False,False,True,
1221,India,25-29,"$20,000 - $40,000",False,False,False,True,False,False,False,False,False,False,False,False,False,
1222,Other Asia,30-34,,False,False,True,False,False,False,False,False,False,False,False,False,False,
1223,Germany,< 20,,False,False,False,False,False,False,False,False,False,False,False,False,False,
1224,United Kingdom,40-50,Rather not say,False,True,True,False,False,False,False,False,False,False,False,False,False,
1225,Canada,>60,"$80,000 - $100,000",False,False,False,False,False,False,False,False,True,False,False,False,False,
1226,United States of America,35-39,,False,False,False,False,False,False,False,False,False,False,False,False,False,
1227,United States of America,40-50,"$100,000 - $120,000",False,False,False,False,True,True,False,False,False,True,False,False,True,
1228,United States of America,35-39,,False,False,False,False,False,False,False,False,False,False,False,False,False,
1229,South America,20-24,,False,False,False,False,False,False,False,False,False,False,False,False,False,
1230,Russia,20-24,"<$20,000",False,True,True,False,False,False,False,False,False,False,False,False,False,x86 assembler
1231,United Kingdom,< 20,,True,False,True,True,False,False,False,False,False,True,False,False,True,
